task_id,entry_point,completion,result,passed,
MBPP/716,rombus_perimeter,"def rombus_perimeter(side_length):
    """"""
    Calculate the perimeter of a rhombus.

    Parameters:
    side_length (float): The length of one side of the rhombus.

    Returns:
    float: The perimeter of the rhombus.
    """"""
    return 4 * side_length

# Test case
assert rombus_perimeter(10) == 40, ""Test case failed!""
print(""Test case passed!"")",passed,TRUE,716
MBPP/717,sd_calc,"import math

def sd_calc(data):
    """"""
    Calculate the standard deviation of a list of numbers.

    Parameters:
    data (list): A list of numerical values.

    Returns:
    float: The standard deviation of the numbers in the list.
    """"""
    if len(data) == 0:
        raise ValueError(""The data list cannot be empty."")
    
    # Step 1: Calculate the mean
    mean = sum(data) / len(data)
    
    # Step 2: Calculate the variance
    variance = sum((x - mean) ** 2 for x in data) / len(data)
    
    # Step 3: Calculate the standard deviation
    standard_deviation = math.sqrt(variance)
    
    return standard_deviation

# Test case
assert sd_calc([4, 2, 5, 8, 6]) == 2.23606797749979",failed: ,FALSE,717
MBPP/718,alternate_elements,"def alternate_elements(input_list):
    """"""
    This function takes a list and returns a new list containing
    every alternate element from the input list, starting from the first element.

    Parameters:
    input_list (list): The list from which to extract alternate elements.

    Returns:
    list: A list containing alternate elements from the input list.
    """"""
    # Using list slicing to get every second element starting from index 0
    return input_list[0::2]

# Test case
assert alternate_elements([""red"", ""black"", ""white"", ""green"", ""orange""]) == ['red', 'white', 'orange']",passed,TRUE,718
MBPP/719,text_match,"import re

def text_match(string):
    """"""
    This function checks if the input string contains an 'a' followed by zero or more 'b's.
    
    Parameters:
    string (str): The input string to be checked.
    
    Returns:
    str: A message indicating whether a match was found or not.
    """"""
    # Regular expression pattern to match 'a' followed by zero or more 'b's
    pattern = r'a(b*)'
    
    # Use re.fullmatch to check if the entire string matches the pattern
    if re.fullmatch(pattern, string):
        return 'Found a match!'
    else:
        return 'No match found.'

# Test case
assert text_match(""ac"") == 'No match found.'  # ""ac"" does not match the pattern
assert text_match(""a"") == 'Found a match!'    # ""a"" matches the pattern
assert text_match(""ab"") == 'Found a match!'   # ""ab"" matches the pattern
assert text_match(""abb"") == 'Found a match!'  # ""abb"" matches the pattern
assert text_match(""b"") == 'No match found.'    # ""b"" does not match the pattern
assert text_match("""") == 'No match found.'      # Empty string does not match the pattern

print(""All test cases passed!"")",failed: ,FALSE,719
MBPP/720,add_dict_to_tuple,"def add_dict_to_tuple(tup, dictionary):
    """"""
    Adds a dictionary to the end of a tuple.

    Parameters:
    tup (tuple): The original tuple.
    dictionary (dict): The dictionary to be added.

    Returns:
    tuple: A new tuple containing all elements of the original tuple followed by the dictionary.
    """"""
    # Create a new tuple by concatenating the original tuple with the dictionary
    return tup + (dictionary,)

# Test case
assert add_dict_to_tuple((4, 5, 6), {""MSAM"": 1, ""is"": 2, ""best"": 3}) == (4, 5, 6, {'MSAM': 1, 'is': 2, 'best': 3})

# If you want to see the output of the function, you can uncomment the line below:
# print(add_dict_to_tuple((4, 5, 6), {""MSAM"": 1, ""is"": 2, ""best"": 3}))",passed,TRUE,720
MBPP/721,maxAverageOfPath,"def maxAverageOfPath(matrix, n):
    # Initialize the maximum average
    max_average = float('-inf')

    def dfs(x, y, current_sum, steps):
        nonlocal max_average
        # If we reach the bottom-right corner
        if x == n - 1 and y == n - 1:
            # Calculate the average
            average = current_sum / steps
            max_average = max(max_average, average)
            return
        
        # Possible moves: right and down
        if x + 1 < n:  # Move down
            dfs(x + 1, y, current_sum + matrix[x + 1][y], steps + 1)
        if y + 1 < n:  # Move right
            dfs(x, y + 1, current_sum + matrix[x][y + 1], steps + 1)

    # Start DFS from the top-left corner
    dfs(0, 0, matrix[0][0], 1)
    
    return max_average

# Test case
assert maxAverageOfPath([[1, 2, 3], [6, 5, 4], [7, 3, 9]], 3) == 5.2",passed,TRUE,721
MBPP/722,filter_data,"def filter_data(students, min_height, min_width):
    """"""
    Filters students based on minimum height and width.

    Parameters:
    students (dict): A dictionary where keys are student names and values are tuples of (height, width).
    min_height (float): The minimum height to filter students.
    min_width (float): The minimum width to filter students.

    Returns:
    dict: A dictionary of students who meet or exceed the minimum height and width.
    """"""
    filtered_students = {}
    
    for name, (height, width) in students.items():
        if height >= min_height and width >= min_width:
            filtered_students[name] = (height, width)
    
    return filtered_students

# Test case
assert filter_data({'Cierra Vega': (6.2, 70), 
                    'Alden Cantrell': (5.9, 65), 
                    'Kierra Gentry': (6.0, 68), 
                    'Pierre Cox': (5.8, 66)}, 6.0, 70) == {'Cierra Vega': (6.2, 70)}",passed,TRUE,722
MBPP/723,count_same_pair,"def count_same_pair(list1, list2):
    """"""
    Count the number of positions where the elements of two lists are the same.

    Parameters:
    list1 (list): The first list of elements.
    list2 (list): The second list of elements.

    Returns:
    int: The count of same pairs in the two lists.
    """"""
    # Use map to compare elements of both lists and create a list of boolean values
    same_pairs = map(lambda x: x[0] == x[1], zip(list1, list2))
    
    # Sum the boolean values (True is 1, False is 0) to get the count of same pairs
    return sum(same_pairs)

# Test case
assert count_same_pair([1, 2, 3, 4, 5, 6, 7, 8], [2, 2, 3, 1, 2, 6, 7, 9]) == 4",passed,TRUE,723
MBPP/724,power_base_sum,"def power_base_sum(base, power):
    """"""
    Calculate the sum of all digits of the base raised to the specified power.

    Parameters:
    base (int): The base number.
    power (int): The exponent to which the base is raised.

    Returns:
    int: The sum of the digits of the result.
    """"""
    # Step 1: Calculate base raised to the power
    result = base ** power
    
    # Step 2: Convert the result to string to access each digit
    result_str = str(result)
    
    # Step 3: Sum the digits
    digit_sum = sum(int(digit) for digit in result_str)
    
    # Step 4: Return the sum of the digits
    return digit_sum

# Test case
assert power_base_sum(2, 100) == 115",passed,TRUE,724
MBPP/725,extract_quotation,"import re

def extract_quotation(input_string):
    """"""
    Extracts values between double quotation marks from the given string.

    Args:
    input_string (str): The string from which to extract quoted values.

    Returns:
    list: A list of strings found between double quotation marks.
    """"""
    # Regex pattern to match text within double quotes
    pattern = r'""(.*?)""'
    
    # Find all matches of the pattern in the input string
    matches = re.findall(pattern, input_string)
    
    return matches

# Test case
assert extract_quotation('Cortex ""A53"" Based ""multi"" tasking ""Processor""') == ['A53', 'multi', 'Processor']",passed,TRUE,725
MBPP/726,multiply_elements,"def multiply_elements(input_tuple):
    """"""
    Multiplies adjacent elements of the given tuple.

    Args:
    input_tuple (tuple): A tuple of numbers.

    Returns:
    tuple: A tuple containing the products of adjacent elements.
    """"""
    # Initialize an empty list to store the results
    result = []
    
    # Loop through the tuple, multiplying adjacent elements
    for i in range(len(input_tuple) - 1):
        product = input_tuple[i] * input_tuple[i + 1]
        result.append(product)
    
    # Convert the result list back to a tuple
    return tuple(result)

# Test the function with the provided test case
assert multiply_elements((1, 5, 7, 8, 10)) == (5, 35, 56, 80)

# Additional test cases can be added to verify the function
print(multiply_elements((1, 2, 3)))  # Expected output: (2, 6)
print(multiply_elements((4, 5, 6)))  # Expected output: (20, 30)
print(multiply_elements((0, 1, 2)))  # Expected output: (0, 2)
print(multiply_elements((10,)))       # Expected output: () since there's only one element",passed,TRUE,726
MBPP/727,remove_char,"import re

def remove_char(input_string):
    """"""
    Remove all characters from the input string except letters and numbers.

    Args:
    input_string (str): The string from which to remove unwanted characters.

    Returns:
    str: A string containing only letters and numbers.
    """"""
    # Use regex to substitute all non-alphanumeric characters with an empty string
    cleaned_string = re.sub(r'[^a-zA-Z0-9]', '', input_string)
    return cleaned_string

# Test case
assert remove_char(""123abcjw:, .@! eiw"") == '123abcjweiw'",passed,TRUE,727
MBPP/728,sum_list,"def sum_list(list1, list2):
    """"""
    Sums the elements of two lists element-wise.

    Parameters:
    list1 (list): The first list of numbers.
    list2 (list): The second list of numbers.

    Returns:
    list: A new list containing the sums of the corresponding elements from list1 and list2.
    """"""
    # Using list comprehension to sum elements of both lists
    return [a + b for a, b in zip(list1, list2)]

# Test case
assert sum_list([10, 20, 30], [15, 25, 35]) == [25, 45, 65]

# If you want to see the output for the test case, you can uncomment the line below
# print(sum_list([10, 20, 30], [15, 25, 35]))  # Output: [25, 45, 65]",passed,TRUE,728
MBPP/729,add_list,"def add_list(list1, list2):
    """"""
    Adds two lists element-wise using map and a lambda function.

    Parameters:
    list1 (list): The first list of numbers.
    list2 (list): The second list of numbers.

    Returns:
    list: A new list containing the element-wise sums of list1 and list2.
    """"""
    return list(map(lambda x, y: x + y, list1, list2))

# Test case
assert add_list([1, 2, 3], [4, 5, 6]) == [5, 7, 9]",passed,TRUE,729
MBPP/730,consecutive_duplicates,"def consecutive_duplicates(input_list):
    """"""
    Remove consecutive duplicates from the given list.

    Parameters:
    input_list (list): The list from which to remove consecutive duplicates.

    Returns:
    list: A new list with consecutive duplicates removed.
    """"""
    if not input_list:  # Check if the input list is empty
        return []

    result = [input_list[0]]  # Start with the first element

    for current in input_list[1:]:  # Iterate through the list starting from the second element
        if current != result[-1]:  # Compare with the last element in the result
            result.append(current)  # Append if it's different

    return result

# Test case
assert consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]) == [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 4]",passed,TRUE,730
MBPP/731,lateralsurface_cone,"import math

def lateralsurface_cone(radius, slant_height):
    """"""
    Calculate the lateral surface area of a cone.

    Parameters:
    radius (float): The radius of the base of the cone.
    slant_height (float): The slant height of the cone.

    Returns:
    float: The lateral surface area of the cone.
    """"""
    # Calculate the lateral surface area using the formula
    lateral_surface_area = math.pi * radius * slant_height
    return lateral_surface_area

# Test the function with the provided test case
assert lateralsurface_cone(5, 12) == 204.20352248333654

# If you want to see the output for the test case, you can uncomment the following line:
# print(lateralsurface_cone(5, 12))",failed: ,FALSE,731
MBPP/732,replace_specialchar,"def replace_specialchar(input_string):
    """"""
    Replace all occurrences of spaces, commas, or dots in the input string with a colon.

    Parameters:
    input_string (str): The string in which to replace characters.

    Returns:
    str: The modified string with specified characters replaced by colons.
    """"""
    # Replace spaces, commas, and dots with colons
    modified_string = input_string.replace(' ', ':').replace(',', ':').replace('.', ':')
    return modified_string

# Test case
assert replace_specialchar('Python language, Programming language.') == 'Python:language::Programming:language:'",passed,TRUE,732
MBPP/733,find_first_occurrence,"def find_first_occurrence(arr, target):
    """"""
    Find the index of the first occurrence of a given number in a sorted array.

    Parameters:
    arr (list): A sorted list of integers.
    target (int): The number to find in the array.

    Returns:
    int: The index of the first occurrence of target in arr, or -1 if not found.
    """"""
    left, right = 0, len(arr) - 1
    result = -1  # Initialize result to -1 (not found)

    while left <= right:
        mid = left + (right - left) // 2  # Calculate mid index

        if arr[mid] == target:
            result = mid  # Update result to current mid
            right = mid - 1  # Move left to find first occurrence
        elif arr[mid] < target:
            left = mid + 1  # Move right
        else:
            right = mid - 1  # Move left

    return result

# Test case
assert find_first_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 1",passed,TRUE,733
MBPP/734,sum_Of_Subarray_Prod,"def sum_Of_Subarray_Prod(arr, n):
    total_sum = 0
    
    # Iterate over all possible starting points of subarrays
    for start in range(n):
        product = 1
        
        # Iterate over all possible ending points of subarrays
        for end in range(start, n):
            product *= arr[end]  # Calculate the product of the current subarray
            total_sum += product  # Add the product to the total sum
            
    return total_sum

# Test case
assert sum_Of_Subarray_Prod([1, 2, 3], 3) == 20",passed,TRUE,734
MBPP/735,toggle_middle_bits,"def toggle_middle_bits(n):
    # Convert the number to binary and get its length
    binary_str = bin(n)[2:]  # Get binary representation without '0b' prefix
    length = len(binary_str)
    
    # If the number has less than 3 bits, return it as is
    if length < 3:
        return n
    
    # Create a mask to toggle the middle bits
    # The mask will have 1s in all positions except the first and last
    mask = (1 << (length - 2)) - 1  # This creates a mask of '00...011...11'
    
    # Toggle the middle bits using XOR
    # We need to shift the mask to the correct position
    middle_mask = mask << 1  # Shift left to skip the first bit
    toggled_number = n ^ middle_mask  # Toggle the middle bits
    
    return toggled_number

# Test the function with the provided test case
assert toggle_middle_bits(9) == 15  # 9 in binary is 1001, toggling middle gives 1111 which is 15",passed,TRUE,735
MBPP/736,left_insertion,"def left_insertion(sorted_list, value):
    """"""
    Find the left insertion point for a specified value in a sorted list.

    Parameters:
    sorted_list (list): A list of sorted elements.
    value: The value to insert.

    Returns:
    int: The index at which the value can be inserted to maintain sorted order.
    """"""
    low, high = 0, len(sorted_list)
    
    while low < high:
        mid = (low + high) // 2
        if sorted_list[mid] < value:
            low = mid + 1
        else:
            high = mid
    
    return low

# Test case
assert left_insertion([1, 2, 4, 5], 6) == 4",passed,TRUE,736
MBPP/737,check_str,"import re

def check_str(s):
    """"""
    Check if the given string starts with a vowel.

    Parameters:
    s (str): The input string to check.

    Returns:
    str: 'Valid' if the string starts with a vowel, 'Invalid' otherwise.
    """"""
    # Define the regex pattern to match a string starting with a vowel
    pattern = r'^[aeiouAEIOU]'
    
    # Use re.match to check if the string starts with a vowel
    if re.match(pattern, s):
        return 'Valid'
    else:
        return 'Invalid'

# Test case
assert check_str(""annie"") == 'Valid'",passed,TRUE,737
MBPP/738,geometric_sum,"def geometric_sum(n):
    """"""
    Calculate the geometric sum of n-1 terms where the first term is 1
    and the common ratio is 1/2.

    Parameters:
    n (int): The number of terms in the series (n-1 terms will be summed).

    Returns:
    float: The geometric sum of the series.
    """"""
    if n <= 1:
        return 0.0  # If n is 1 or less, the sum is 0 since there are no terms to sum.
    
    # Calculate the geometric sum
    r = 0.5  # common ratio
    sum_value = 2 * (1 - (r ** (n - 1)))  # Geometric sum formula
    return sum_value

# Test case
assert geometric_sum(7) == 1.9921875, ""Test case failed!""
print(""Test case passed!"")",failed: Test case failed!,FALSE,738
MBPP/739,find_Index,"def find_Index(n):
    """"""
    Find the index of the smallest triangular number with n digits.
    
    Parameters:
    n (int): The number of digits.
    
    Returns:
    int: The index of the smallest triangular number with n digits.
    """"""
    index = 1  # Start from the first triangular number
    triangular_number = 0
    
    while True:
        # Calculate the nth triangular number
        triangular_number = index * (index + 1) // 2
        
        # Check if the number of digits is equal to n
        if len(str(triangular_number)) == n:
            return index
        
        index += 1  # Move to the next triangular number

# Test the function with the provided assertion
assert find_Index(2) == 4  # The smallest triangular number with 2 digits is T(4) = 10",passed,TRUE,739
MBPP/740,tuple_to_dict,"def tuple_to_dict(tup):
    """"""
    Convert a given tuple to a dictionary using adjacent elements as key-value pairs.
    
    Args:
    tup (tuple): A tuple containing elements to be converted into a dictionary.
    
    Returns:
    dict: A dictionary with keys and values from the tuple.
    
    Raises:
    ValueError: If the tuple has an odd number of elements.
    """"""
    # Check if the length of the tuple is even
    if len(tup) % 2 != 0:
        raise ValueError(""The tuple must have an even number of elements."")
    
    # Create a dictionary from the tuple
    result_dict = {}
    for i in range(0, len(tup), 2):
        key = tup[i]
        value = tup[i + 1]
        result_dict[key] = value
    
    return result_dict

# Test case
assert tuple_to_dict((1, 5, 7, 10, 13, 5)) == {1: 5, 7: 10, 13: 5}",passed,TRUE,740
MBPP/741,all_Characters_Same,"def all_Characters_Same(s: str) -> bool:
    """"""
    Check if all characters in the string are the same.

    Parameters:
    s (str): The input string to check.

    Returns:
    bool: True if all characters are the same, False otherwise.
    """"""
    # Check if the string is empty
    if not s:
        return True  # An empty string is considered to have all the same characters

    # Compare each character to the first character
    first_char = s[0]
    for char in s:
        if char != first_char:
            return False  # Found a different character

    return True  # All characters are the same

# Test case
assert all_Characters_Same(""python"") == False  # This should pass",passed,TRUE,741
MBPP/742,area_tetrahedron,"import math

def area_tetrahedron(a):
    """"""
    Calculate the surface area of a regular tetrahedron given the edge length.

    Parameters:
    a (float): The length of an edge of the tetrahedron.

    Returns:
    float: The surface area of the tetrahedron.
    """"""
    # Calculate the surface area using the formula for a regular tetrahedron
    area = math.sqrt(3) * (a ** 2)
    return area

# Test the function with the provided test case
assert area_tetrahedron(3) == 15.588457268119894, ""Test case failed!""",passed,TRUE,742
MBPP/743,rotate_right,"def rotate_right(lst, num_items, length):
    """"""
    Rotate the list `lst` to the right by `num_items` positions.
    
    Parameters:
    lst (list): The list to be rotated.
    num_items (int): The number of positions to rotate the list.
    length (int): The length of the list (for validation).
    
    Returns:
    list: The rotated list.
    """"""
    # Ensure the number of items to rotate is within the bounds of the list length
    num_items = num_items % length
    
    # Perform the rotation
    return lst[-num_items:] + lst[:-num_items]

# Test case
assert rotate_right([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 3, 10) == [8, 9, 10, 1, 2, 3, 4, 5, 6]",failed: ,FALSE,743
MBPP/744,check_none,"def check_none(input_tuple):
    """"""
    Check if the given tuple contains any None values.

    Parameters:
    input_tuple (tuple): The tuple to check for None values.

    Returns:
    bool: True if there is at least one None value, False otherwise.
    """"""
    # Iterate through each element in the tuple
    for item in input_tuple:
        # Check if the current item is None
        if item is None:
            return True  # Return True if None is found
    return False  # Return False if no None is found

# Test case
assert check_none((10, 4, 5, 6, None)) == True",passed,TRUE,744
MBPP/745,divisible_by_digits,"def divisible_by_digits(start, end):
    """"""
    Find all numbers in the range [start, end] where each number is divisible by every digit it contains.
    
    Parameters:
    start (int): The starting number of the range (inclusive).
    end (int): The ending number of the range (inclusive).
    
    Returns:
    List[int]: A list of numbers that are divisible by all their non-zero digits.
    """"""
    valid_numbers = []
    
    for number in range(start, end + 1):
        str_number = str(number)
        is_valid = True
        
        for digit in str_number:
            digit_int = int(digit)
            # Check if the digit is zero or if the number is not divisible by the digit
            if digit_int == 0 or number % digit_int != 0:
                is_valid = False
                break
        
        if is_valid:
            valid_numbers.append(number)
    
    return valid_numbers

# Test the function with the provided test case
assert divisible_by_digits(1, 22) == [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]",passed,TRUE,745
MBPP/746,sector_area,"import math

def sector_area(radius, angle):
    """"""
    Calculate the area of a sector of a circle.

    Parameters:
    radius (float): The radius of the circle.
    angle (float): The angle of the sector in degrees.

    Returns:
    float: The area of the sector.
    """"""
    # Calculate the area using the sector area formula
    area = (angle / 360) * math.pi * (radius ** 2)
    return area

# Test the function with the provided test case
assert sector_area(4, 45) == 6.285714285714286

# If the assertion passes, the function works correctly for this test case.",failed: ,FALSE,746
MBPP/747,lcs_of_three,"def lcs_of_three(str1, str2, str3, len1, len2, len3):
    # Create a 3D DP array initialized to 0
    dp = [[[0 for _ in range(len3 + 1)] for _ in range(len2 + 1)] for _ in range(len1 + 1)]
    
    # Fill the DP table
    for i in range(1, len1 + 1):
        for j in range(1, len2 + 1):
            for k in range(1, len3 + 1):
                if str1[i - 1] == str2[j - 1] == str3[k - 1]:
                    dp[i][j][k] = dp[i - 1][j - 1][k - 1] + 1
                else:
                    dp[i][j][k] = max(dp[i - 1][j][k], dp[i][j - 1][k], dp[i][j][k - 1])
    
    # The length of the longest common subsequence
    return dp[len1][len2][len3]

# Test case
assert lcs_of_three('AGGT12', '12TXAYB', '12XBA', 6, 7, 5) == 2",passed,TRUE,747
MBPP/748,capital_words_spaces,"import re

def capital_words_spaces(s: str) -> str:
    """"""
    Insert spaces before capital letters in the given string.
    
    Args:
    s (str): The input string to process.
    
    Returns:
    str: The modified string with spaces inserted before capital letters.
    """"""
    # Use regex to find positions where a capital letter follows a lowercase letter or another capital letter
    # The pattern looks for a position where a capital letter is preceded by a lowercase letter or another capital letter
    modified_string = re.sub(r'(?<=[a-z])(?=[A-Z])|(?<=[A-Z])(?=[A-Z][a-z])', ' ', s)
    
    return modified_string

# Test case
assert capital_words_spaces(""Python"") == 'Python'",passed,TRUE,748
MBPP/749,sort_numeric_strings,"def sort_numeric_strings(string_list):
    """"""
    Sorts a list of strings representing numbers numerically.

    Args:
    string_list (list of str): A list of strings where each string is a number.

    Returns:
    list of int: A sorted list of integers.
    """"""
    # Convert the list of strings to a list of integers
    int_list = [int(num) for num in string_list]
    
    # Sort the list of integers
    sorted_list = sorted(int_list)
    
    return sorted_list

# Test case
assert sort_numeric_strings(['4', '12', '45', '7', '0', '100', '200', '-12', '-500']) == [-500, -12, 0, 4, 7, 12, 45, 100, 200]

# If you want to see the output, you can uncomment the following line:
# print(sort_numeric_strings(['4', '12', '45', '7', '0', '100', '200', '-12', '-500']))",passed,TRUE,749
MBPP/750,add_tuple,"def add_tuple(lst, tup):
    """"""
    Adds the elements of the given tuple to the end of the given list.

    Parameters:
    lst (list): The list to which elements will be added.
    tup (tuple): The tuple containing elements to add to the list.

    Returns:
    list: The updated list with elements from the tuple added.
    """"""
    # Extend the list with elements from the tuple
    lst.extend(tup)
    return lst

# Test case
assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]

# If you want to see the output of the function, you can uncomment the line below:
# print(add_tuple([5, 6, 7], (9, 10)))  # Output: [5, 6, 7, 9, 10]",passed,TRUE,750
MBPP/751,check_min_heap,"def check_min_heap(arr, index):
    n = len(arr)
    
    # Check if the current index is a valid index
    if index >= n:
        return True  # An empty subtree is a valid min-heap
    
    # Calculate the indices of the left and right children
    left_child_index = 2 * index + 1
    right_child_index = 2 * index + 2
    
    # Check the left child
    if left_child_index < n and arr[index] > arr[left_child_index]:
        return False
    
    # Check the right child
    if right_child_index < n and arr[index] > arr[right_child_index]:
        return False
    
    # Recursively check the left and right subtrees
    return check_min_heap(arr, left_child_index) and check_min_heap(arr, right_child_index)

# Test case
assert check_min_heap([1, 2, 3, 4, 5, 6], 0) == True",passed,TRUE,751
MBPP/752,jacobsthal_num,"def jacobsthal_num(n):
    """"""
    Calculate the nth Jacobsthal number using recursion with memoization.
    
    Parameters:
    n (int): The index of the Jacobsthal number to compute.
    
    Returns:
    int: The nth Jacobsthal number.
    """"""
    # Dictionary to store previously computed Jacobsthal numbers
    memo = {}

    def jacobsthal_recursive(k):
        # Base cases
        if k in memo:
            return memo[k]
        if k == 0:
            return 0
        if k == 1:
            return 1
        
        # Recursive case
        result = jacobsthal_recursive(k - 2) + 2 * jacobsthal_recursive(k - 1)
        memo[k] = result
        return result

    return jacobsthal_recursive(n)

# Test case
assert jacobsthal_num(5) == 11

# Additional test cases for verification
assert jacobsthal_num(0) == 0
assert jacobsthal_num(1) == 1
assert jacobsthal_num(2) == 1
assert jacobsthal_num(3) == 3
assert jacobsthal_num(4) == 5
assert jacobsthal_num(6) == 21

print(""All test cases passed!"")",failed: ,FALSE,752
MBPP/753,min_k,"def min_k(records, k):
    """"""
    Find the minimum k records from a list of tuples.

    Parameters:
    records (list of tuple): A list of tuples where each tuple contains a name and a numeric value.
    k (int): The number of minimum records to return.

    Returns:
    list of tuple: A list containing the k tuples with the smallest numeric values.
    """"""
    # Sort the records based on the second element of the tuple (the numeric value)
    sorted_records = sorted(records, key=lambda x: x[1])
    
    # Return the first k records from the sorted list
    return sorted_records[:k]

# Test case
assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]",passed,TRUE,753
MBPP/754,extract_index_list,"def extract_index_list(list1, list2, list3):
    # Initialize an empty list to store common elements
    common_elements = []
    
    # Determine the length of the shortest list to avoid index errors
    min_length = min(len(list1), len(list2), len(list3))
    
    # Iterate through the indices of the lists
    for i in range(min_length):
        # Check if elements at the same index are equal in all three lists
        if list1[i] == list2[i] == list3[i]:
            common_elements.append(list1[i])
    
    return common_elements

# Test case
assert extract_index_list([1, 1, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 7], [0, 1, 2, 3, 4, 5, 7]) == [1, 7]",passed,TRUE,754
MBPP/755,second_smallest,"def second_smallest(numbers):
    # Remove duplicates by converting the list to a set
    unique_numbers = set(numbers)
    
    # Check if there are at least two unique numbers
    if len(unique_numbers) < 2:
        raise ValueError(""List must contain at least two unique numbers."")
    
    # Convert the set back to a sorted list
    sorted_unique_numbers = sorted(unique_numbers)
    
    # Return the second smallest number
    return sorted_unique_numbers[1]

# Test case
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2",failed: List must contain at least two unique numbers.,FALSE,755
MBPP/756,text_match_zero_one,"import re

def text_match_zero_one(text):
    """"""
    This function checks if the input string contains 'a' followed by zero or one 'b'.
    
    Parameters:
    text (str): The input string to be checked.
    
    Returns:
    str: A message indicating whether a match was found.
    """"""
    # Define the regex pattern for 'a' followed by zero or one 'b'
    pattern = r'a(b)?'
    
    # Search for the pattern in the input text
    if re.search(pattern, text):
        return 'Found a match!'
    else:
        return 'No match found.'

# Test case
assert text_match_zero_one(""ac"") == 'Found a match!'",failed: ,FALSE,756
MBPP/757,count_reverse_pairs,"def count_reverse_pairs(string_list):
    # Set to keep track of seen strings
    seen = set()
    # Set to keep track of counted pairs
    counted_pairs = set()
    # Counter for reverse pairs
    reverse_pair_count = 0
    
    for string in string_list:
        # Create the reverse of the current string
        reversed_string = string[::-1]
        
        # Check if the reversed string is in the seen set
        if reversed_string in seen:
            # Create a sorted tuple to represent the pair uniquely
            pair = tuple(sorted((string, reversed_string)))
            # If this pair hasn't been counted yet, count it
            if pair not in counted_pairs:
                counted_pairs.add(pair)
                reverse_pair_count += 1
        
        # Add the current string to the seen set
        seen.add(string)
    
    return str(reverse_pair_count)

# Test case
assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""]) == '2'",passed,TRUE,757
MBPP/758,unique_sublists,"def unique_sublists(lst):
    """"""
    Count the number of unique sublists within a list.

    Parameters:
    lst (list of list): A list containing sublists.

    Returns:
    dict: A dictionary where keys are unique sublists (as tuples) and values are their counts.
    """"""
    count_dict = {}
    
    for sublist in lst:
        # Convert the sublist to a tuple to use it as a key in the dictionary
        sublist_tuple = tuple(sublist)
        
        # Count occurrences of each unique sublist
        if sublist_tuple in count_dict:
            count_dict[sublist_tuple] += 1
        else:
            count_dict[sublist_tuple] = 1
            
    return count_dict

# Test case
assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]]) == {(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}",passed,TRUE,758
MBPP/759,is_decimal,"import re

def is_decimal(value: str) -> bool:
    """"""
    Check if the input string is a decimal number with a precision of 2.
    
    Args:
    value (str): The string to check.
    
    Returns:
    bool: True if the string is a valid decimal with 2 decimal places, False otherwise.
    """"""
    # Regular expression to match a decimal number with up to 2 decimal places
    pattern = r'^[+-]?(\d+)(\.\d{2})?$'
    
    # Use re.match to check if the value matches the pattern
    return bool(re.match(pattern, value))

# Test cases
assert is_decimal('123.11') == True
assert is_decimal('123.1') == False  # Only one decimal place
assert is_decimal('123.111') == False  # More than two decimal places
assert is_decimal('123') == True  # No decimal point
assert is_decimal('-123.45') == True  # Negative decimal
assert is_decimal('+123.45') == True  # Positive decimal
assert is_decimal('0.00') == True  # Zero with two decimal places
assert is_decimal('0.') == False  # Zero with no decimal places
assert is_decimal('abc') == False  # Non-numeric input
assert is_decimal('123.') == False  # Decimal point without digits after

print(""All test cases passed!"")",passed,TRUE,759
MBPP/760,unique_Element,"def unique_Element(arr, n):
    """"""
    Check if the array contains only one distinct element.

    Parameters:
    arr (list): The input array to check.
    n (int): The length of the array.

    Returns:
    str: 'YES' if all elements are the same, 'NO' otherwise.
    """"""
    # Check if the array is empty
    if n == 0:
        return 'NO'  # An empty array does not have a distinct element

    # Use a set to find distinct elements
    distinct_elements = set(arr)

    # If the length of the set is 1, all elements are the same
    if len(distinct_elements) == 1:
        return 'YES'
    else:
        return 'NO'

# Test case
assert unique_Element([1, 1, 1], 3) == 'YES'",passed,TRUE,760
